lp,Temp,CaO,MgO,SiO2,Fe_total,MnO,Al2O3,TiO2,V2O5
4.226272105,1662,46,11.36,13,17.2,3.18,1.62,0.84,1.888
4.521788577,1652,51.2,8.08,12,14.3,3.83,1.63,0.86,2.496
4.68905167,1651,52.1,8.6,11.7,15,3.71,1.48,0.79,2.338
4.449165938,1652,42.4,9.37,12.7,20,3.87,1.4,0.87,1.891
4.335506619,1648,47.1,9.38,14.9,13.4,3.93,2.11,0.98,1.958
4.237445406,1651,46.4,10.5,13.9,15.8,4.25,1.7,0.98,2.464
4.415549327,1645,44.5,9.44,13.1,17.5,4.24,1.98,0.92,2.362
4.641984159,1643,46.8,9.08,10.8,17.6,3.92,2.32,0.82,2.204
3.963982744,1625,41.2,13.08,13.8,16.2,3.95,2.12,0.9,2.043
4.564348191,1633,43.9,9.9,15.2,16.2,3.71,2.27,1.09,2.072
4.135166557,1663,47.9,10.81,15.5,11.8,3.96,1.87,1.02,2.393
4.447984602,1644,47.4,14.52,13.3,12.7,2.84,1.22,0.82,1.844
4.713383771,1649,46.8,10.84,11.8,16.8,3.46,2.16,0.81,1.839
4.418840608,1653,48.5,8.26,11.7,16.8,3.43,1.97,0.93,2.144
4.317488114,1663,44.1,8.82,12.1,18.4,4.16,2.37,0.84,2.298
4.627149093,1652,43.7,9.32,12.8,18.1,4.33,1.98,0.96,2.381
4.267363726,1656,47.6,8.75,15.6,12.9,4.67,1.55,1.08,2.803
4.074541935,1655,46.8,9.18,16.3,11.9,4.59,2.11,1.08,2.792
4.726122796,1628,41.6,8.57,12.2,21.3,3.22,1.52,0.79,1.649
4.352756252,1648,46.3,9.44,12.8,16.8,4.3,1.39,0.94,2.658
4.616220022,1637,41,8.95,12.2,20.6,4.08,1.44,0.84,2.234
4.307918663,1629,43.6,9.29,14.8,15.2,4.31,1.63,0.99,2.525
4.710530702,1641,47.3,9.35,13.1,16.2,3.04,1.09,0.78,2.137
4.738701579,1636,45.4,8.9,13.4,18,3.15,1.35,0.75,1.785
4.669708707,1638,46,10.17,13.3,15.5,4.55,1.57,0.87,2.488
4.86753445,1625,46.3,8.59,13.7,16.3,4.39,1.07,0.87,2.433
4.711779921,1629,44.6,9.51,11.2,17.7,4.68,1.72,0.73,2.463
4.536177315,1675,44.1,7.69,9.8,21.2,4.49,1.58,0.69,2.313
4.527208645,1638,40.1,8.82,10.1,23.3,3.97,1.72,0.72,1.954
4.456134607,1646,47,8.81,16.5,13.1,3.53,1.55,0.98,2.354
4.189654742,1642,47.3,13.89,12.9,13.6,4.02,1.3,0.9,2.417
4.65396035,1661,44.9,7.96,11,21.4,3.22,1.3,0.73,1.79
4.571268634,1673,45.2,7.71,12.1,19.4,4.6,1.24,0.87,2.342
4.527208645,1636,39.1,9.39,10.4,23.5,3.7,2.39,0.77,1.893
4.259424313,1644,44.3,10.31,14,16.6,4.5,1.64,1.04,2.376
4.700480366,1640,46,9.71,12.1,16.7,3.97,1.72,0.85,2.181
4.510859507,1626,46.6,9.18,14.1,15.7,3.71,1.59,0.93,2.21
4.144354983,1634,41.5,9.11,14.9,17.9,4.23,1.9,1.05,2.199
3.746699025,1603,40.2,8.97,13.8,20.4,4.18,1.08,0.92,2.165
4.619354821,1631,44.2,10.29,10.2,20.7,3.77,1.31,0.7,1.756
4.304065093,1699,40.2,8.79,10.2,23.1,3.98,1.74,0.72,1.939
4.156476343,1683,44.2,7.9,11,21.2,3.18,1.3,0.73,1.785
4.33073334,1637,41.9,9.36,14.6,19,4.01,1.15,0.91,2.066
5.105945474,1657,47.2,13.89,13,13.6,4.01,1.3,0.89,2.427
4.787491743,1701,45.5,10.15,13.3,15.3,4.46,1.6,0.86,2.451
3.857955784,1656,45.4,8.51,13.7,16,4.28,1.08,0.85,2.409
4.371555335,1661,45.8,8.86,14.2,15.2,4.19,1.9,0.98,2.534
4.33946702,1647,39,10.28,11.5,22,4.77,1.82,0.87,2.525
4.335506619,1648,35,7.51,12.8,24.9,4.96,2.01,0.96,2.431
4.323530428,1675,45.1,9.48,12.7,17.2,3.8,2.02,0.91,2.137
3.951243719,1662,38.2,12.12,11.9,20.8,4.29,2.05,0.77,2.086
3.850147602,1655,43.1,11.19,15.4,14.1,4.25,1.86,0.94,2.48
4.317488114,1652,39.7,10.89,13.5,19,3.47,2.11,0.66,1.801
3.860729711,1688,36.9,10.11,10.9,25.3,3.57,1.72,0.48,1.473
4.334017415,1658,38.3,10.49,10.5,24.4,3.7,2.24,0.5,1.503
4.364008129,1645,40.5,9.66,11.8,22,3.74,2.11,0.52,1.48
4.199705078,1687,45,9.77,12.1,18.9,3.13,2.19,0.54,1.504
4.248495242,1655,48.2,11.93,14.5,11.4,3.88,2.34,0.75,2.37
3.876090996,1672,49.7,11.5,14.9,11.2,3.11,2.11,0.94,2.157
4.449165938,1643,45.9,8.27,14,16,3.65,2.36,0.76,1.9
3.982227264,1663,45.3,9.74,12.2,19,3.09,2.33,0.54,1.476
4.232494901,1667,49.5,12.58,11.3,15.1,2.79,1.65,0.75,1.516
3.484578991,1680,48.4,10.42,14,14.3,3.3,1.89,0.62,1.943
4.153185062,1691,47.2,9.82,12,18.5,3.72,1.31,0.81,1.955
4.536177315,1654,46.7,8.82,12.1,18.8,3.12,1.56,0.68,1.855
4.295015258,1690,45.4,10.51,11.1,19.6,3.84,1.15,0.81,1.876
4.458566712,1642,43.5,8.77,13.9,16.7,4.01,2.35,0.95,2.396
4.787491743,1630,44.9,9.3,13.5,15.9,4.12,1.85,0.93,2.28
4.295015258,1649,43.3,11.33,13.7,15.9,4.31,1.81,0.9,2.175
4.359037116,1663,46.8,10.55,13.2,16.4,3.98,1.45,0.87,2.121
4.687408284,1627,51.4,11.92,11.1,14.1,3.64,1.56,0.77,1.938
4.524201123,1644,47,11.39,12.4,15.9,3.93,1.62,0.86,2.054
4.045554398,1640,43.7,11.94,12.2,17,3.98,1.8,0.83,2.023
3.762210727,1668,47.9,9.76,15.2,12.2,4.08,1.62,1.09,2.748
4.394449155,1674,46.2,11.05,12.8,16.3,4.1,1.27,0.88,2.237
4.65396035,1676,46.2,11,12.9,15.7,4,1.4,0.91,2.314
3.65251181,1679,49.4,10.85,12.4,13,3.63,1.56,0.91,2.158
3.37709983,1681,49.2,10.73,13,12.4,3.88,1.43,1.01,2.308
3.75983119,1654,42.6,11.76,12.1,17.9,4.06,1.81,0.87,1.93
4.181355939,1661,42.8,11.81,11.2,18.7,4.04,1.91,0.83,1.89
4.726122796,1622,44.5,9,11,19,4.01,2.26,0.84,1.994
4.048882188,1675,53.3,14.29,9.9,10.6,3.21,1.02,0.78,2.559
4.616220022,1645,42.3,10.63,11.9,18.3,4.35,1.75,0.88,2.251
4.713383771,1635,42.3,10.41,11,19.2,4.12,2.68,0.76,1.952
3.96081317,1666,46.5,10.21,14.2,14.3,4.05,1.54,0.9,2.201
4.394449155,1644,49.9,10.61,12.7,12.8,3.65,1.55,0.9,2.202
4.48863637,1625,44.6,9.51,12.2,17.2,4.42,1.91,0.96,2.308
4.343805422,1613,39.1,7.95,11.2,23.9,4.2,1.54,0.78,2.016
4.454347296,1630,40.5,10.68,11.3,19.2,4.68,2.32,0.93,2.306
4.58269733,1640,39.3,9.58,11,21.5,4.72,1.73,0.8,2.248
4.409425609,1672,44.5,9.42,11.2,18.9,3.76,1.59,0.81,1.931
5.010635294,1624,43.4,8.67,12.4,18.1,4.64,1.67,0.93,2.408
4.430816799,1669,47.5,8.4,11,17,3.74,1.93,0.79,2.245
4.579852378,1654,46.4,9.74,11.1,17.2,3.82,1.76,0.86,2.052
4.248495242,1667,41.7,9.55,12.7,19.2,4.12,1.98,0.89,2.037
4.880273476,1625,41.3,8.72,10.7,21.7,4.23,1.69,0.78,2.046
4.196127257,1675,45,7.87,13.8,15.3,5.26,1.47,1.05,2.823
4.180286992,1657,46.5,9.52,12.1,15.8,4.34,1.97,0.92,2.399
4.366278278,1680,43.7,10.03,9.3,20.8,4.1,1.44,0.64,1.837
4.33073334,1665,49.7,8.25,11.2,15.2,3.68,2.14,0.8,2.032
4.191983032,1657,50.3,8.63,12.4,13.7,4.23,2.16,0.97,2.342
4.404499491,1657,45.5,11.09,11.5,15.1,4.64,2.19,0.86,2.401
4.592591404,1643,41.3,7.39,10.3,23.6,4.49,2.1,0.77,2.143
4.422848629,1649,46.7,10.58,12.2,15.6,4.27,1.22,0.94,2.185
4.513602992,1652,47,12.95,10.9,16.2,3.41,1.33,0.71,1.886
4.144354983,1653,50.6,10.97,12.8,13.4,3.7,1.63,0.93,2.271
4.48863637,1672,45.8,11.36,11.4,15.3,4.62,2.21,0.86,2.422
4.068369076,1664,45.8,10.88,14.7,14.2,4.36,1.63,1.03,2.252
4.394449155,1635,40.2,9.15,13.6,19.3,4.68,1.66,1.01,2.304
4.647134385,1643,45.2,11.63,11.2,17.8,3.68,1.1,0.79,1.961
4.382026635,1647,46.8,12.72,9.8,16.8,3.39,1.92,0.76,1.745
4.409425609,1678,46.1,10.98,10.7,17.7,4.03,1.29,0.91,2.18
4.755743044,1645,42.5,8.13,11.6,19.3,5.02,1.48,1.1,2.788
4.540631665,1656,45.4,9.32,10.3,18.6,4.05,1.82,0.84,2.134
4.436093856,1659,43.7,8.64,11.9,18.6,4.26,1.32,0.9,2.3
4.561367563,1666,33.3,6.89,10,29,4.4,1.75,0.82,1.93
4.660740037,1633,45.8,9.48,11.1,17.4,4,1.22,0.82,2.212
4.454347296,1654,46.9,9.02,12.6,15.2,4.26,1.32,1.05,2.587
4.33073334,1655,50.1,8.46,13.6,13.3,3.65,1.54,0.88,2.296
4.094344562,1692,46.6,11.38,11.7,16.2,4.18,1.14,1.01,2.378
3.725693427,1670,41.9,7.77,13.1,20.1,4.42,0.89,1.02,2.536
4.032975616,1658,51.5,12.39,15.7,11,3.36,0.71,0.87,2.246
4.382026635,1671,46,9.34,12.1,16.9,4.47,1.55,0.95,2.354
4.454347296,1643,42.7,8.96,13.3,18,4.83,1.53,1,2.498
4.094344562,1655,44.1,10.9,11.6,19.2,4.01,1.43,0.76,1.955
4.548011772,1658,42.9,9.5,12,18.6,4.31,0.97,0.93,2.426
4.454347296,1642,44.3,9.36,13.6,15.9,4.8,1.95,1.16,2.547
4.382026635,1649,44.6,10.96,13.1,16.8,3.88,1.63,0.83,2.112
4.124197525,1648,46.8,10.3,10.5,18.2,3.92,1.42,0.82,2.04
4.057976918,1649,46,9.31,12.3,17,4.44,1.61,0.95,2.366
4.350277936,1640,42.3,8.1,11.7,19.5,5.07,1.58,1.09,2.825
4.442651256,1673,44.3,9.8,13.7,16.2,4.46,2.17,1.02,2.369
4.406719247,1677,44.4,10.31,12.7,16.4,4.53,1.66,0.9,2.435
4.382026635,1633,39.3,11.83,11.5,19.5,4.93,1.86,0.92,2.376
4.787491743,1630,41.3,8.65,12.4,22.1,3.64,1.67,0.61,1.724
4.605170186,1644,43.5,8.2,12.8,19.5,3.92,1.87,0.7,2.166
4.264243599,1676,34.5,7.73,11,28.5,3.71,1.46,0.62,1.761
4.219507705,1691,39.4,6.98,12.1,24.2,3.58,2.07,0.56,1.731
4.576182649,1644,45.6,8.88,13.2,18.7,3.44,1.95,0.6,1.7
4.143134726,1665,45.8,11.64,14.9,15.3,3.2,1.67,0.68,1.6
3.814042597,1672,45.1,10.16,14,16.8,3.54,1.51,0.72,1.685
4.07907709,1686,44.2,11.82,14,16.5,3.31,1.4,0.58,1.56
3.942328355,1673,49.3,10.6,17,11.2,3.15,2,0.67,1.712
3.857214769,1657,48.4,9.81,16.5,12.2,3.67,1.87,0.76,1.746
3.953987205,1665,50.7,11.04,18.2,9.9,3.31,1.5,0.77,1.855
4.071871706,1650,41.8,9.83,16.9,15.3,4.9,1.82,0.94,2.295
4.317488114,1651,48.6,9.73,15.6,12.2,3.95,2.08,1.11,2.328
4.094344562,1649,40.4,7.28,15.3,19.3,4.64,2.14,1.09,2.33
3.888212357,1641,47.3,8.78,16.7,12.9,4.32,1.65,1.02,2.396
3.96081317,1646,47.8,8.11,13.4,15,4.09,1.61,0.95,2.338
4.082368371,1657,41.7,9.61,15.6,17.4,4.25,1.96,0.87,2.122
4.335506619,1627,45.5,7.72,14.4,16.7,3.62,1.89,0.85,2.078
3.899444223,1650,47.5,9.88,14.8,16.1,2.95,1.53,0.76,1.781
4.828313737,1638,39.9,10.1,11.9,24.3,2.52,1.7,0.45,1.025
3.814042597,1643,45,11.03,14.6,17.3,2.77,1.1,0.69,1.425
4.617592706,1632,46.6,10.86,15.8,14.8,3.6,1.63,1,1.973
4.144354983,1645,50.3,12.45,17.3,10.6,3.03,1.33,0.89,1.623
4.409425609,1646,47.5,10.67,15.1,14.7,2.92,1.64,0.8,1.502
4.483809329,1657,42,12.67,10.5,20.3,3.32,1.42,0.6,1.434
4.015563684,1688,52.4,10.38,10.8,15.6,2.68,1.03,0.59,1.435
4.077537444,1698,49.5,8.34,11.9,17.8,3.32,2.16,0.67,1.585
4.546329686,1618,48.8,8.92,13.3,16.2,3.39,1.89,0.76,1.766
4.17438727,1633,43.2,9.94,15.8,16.3,4.08,1.51,0.88,2.013
4.071871706,1637,46.5,9.46,14.8,15.3,3.97,1.58,0.93,2.049
4.510859507,1638,46.3,10.15,14.3,15.4,3.69,1.72,0.86,1.956
4.711779921,1637,46.3,9.57,15,15.1,3.31,1.75,0.82,1.838
4.317488114,1647,50.7,9.98,14.7,13,3.05,1.71,0.84,1.916
4.2603297,1657,53.2,11.62,13.5,10.7,2.82,1.37,0.78,1.787
4.669708707,1630,43.6,8.17,14.6,17.4,4.18,1.87,0.94,2.152
4.180286992,1635,41.6,7.56,15,19.1,4.11,1.47,0.89,1.957
4.11787506,1661,43.3,7.7,14.7,17.4,3.99,1.63,0.93,1.994
4.787491743,1627,46.7,9.75,13.8,16,4.11,1.93,0.9,1.99
4.144354983,1643,46.1,10.19,13.1,15.2,4.01,2.04,0.87,1.92
4.299138975,1656,46.8,10.97,12,15,4.11,2.07,0.86,1.935
4.33073334,1690,45.4,13.36,11.5,15.8,4.41,1.51,0.84,1.989
3.764102875,1700,42.4,9.76,10.5,21.4,3.97,1.63,0.7,1.826
4.130712206,1679,42.4,11.03,12.1,18.7,3.74,1.39,0.6,1.506
4.187126296,1601,43,9.71,12.7,18.6,4.02,1.92,0.72,1.843
4.65396035,1668,39.8,7.51,17.7,18.7,4.16,1.65,0.88,1.938
4.22439769,1653,46.9,11.94,14.6,13.8,3.36,1.59,0.85,1.727
4.39332619,1685,41.7,9.66,12.3,19.4,4.53,2.35,0.83,2.129
4.212127598,1700,44.1,9.41,12.2,18.8,3.96,2.09,0.72,1.937
4.548011772,1644,45.8,9.46,12.8,16.8,3.85,2.09,0.78,1.99
4.317488114,1662,44.8,9.07,11.9,17.2,4.34,3.06,0.86,1.905
3.881563798,1657,49.1,9.55,15.9,9.8,4.16,2.8,1.14,2.73
4.33946702,1683,49.6,10.37,12.1,15,3.61,1.5,0.74,1.959
4.248495242,1624,47.1,11.95,14.5,13.5,4.23,1.63,1,2.184
4.248495242,1640,47.7,8.92,15.5,12.8,4.46,1.97,1.04,2.425
4.641984159,1645,45.5,11.82,12.3,17.1,3.82,1.39,0.91,1.833
3.460037882,1651,49.7,10.38,12.2,15.1,3.56,1.51,0.74,1.997
4.248495242,1644,47.8,8.96,15.6,12.8,4.44,1.99,1.04,2.432
4.168452534,1654,48.1,11.9,14.6,13.7,4.24,1.63,1.01,2.185
4.181355939,1666,46.5,9.97,12.4,16.7,4.42,1.64,0.82,1.894
3.824054232,1664,53.6,9.67,14.4,10,3.09,2.53,1.03,2.241
4.258647614,1631,43.6,9.44,15.3,15.7,4.6,1.94,1.13,2.338
4.659237407,1635,43.8,10.89,15,16,4.09,1.92,1.04,2.154
4.921023135,1679,45.7,9.23,14.5,15.3,4.02,1.9,0.97,2.144
3.719651113,1692,41.2,8.41,12.3,22.9,3.27,1.36,0.71,1.609
4.856484614,1634,43.6,9.06,13.9,18.6,4.49,1.85,1.09,2.533
3.912023005,1646,45.7,7.31,12.7,18.5,4.09,1.38,0.95,2.154
4.135166557,1680,46.3,15.04,10,16.5,3.25,1.17,0.73,1.81
4.409425609,1658,46.5,7.97,12.3,19.8,3.4,1.43,0.78,1.777
4.237445406,1671,45,8.94,12.2,18,4.2,1.63,0.87,2.312
4.690327994,1638,44.3,8.41,12.9,18.9,4.56,1.56,0.96,2.367
4.371555335,1659,51.1,9.81,14,12.8,3.42,2,0.96,2.302
4.382026635,1668,45.8,9.1,15.1,14.8,4.33,1.46,1.05,2.418
4.68905167,1643,44.1,8.48,12.4,19.2,4.14,1.34,0.89,2.091
4.0133755,1693,44.3,12.49,12.4,16.2,4.17,1.41,0.94,2.242
4.619354821,1655,46.1,8.92,10.6,20.1,4.55,1.4,0.82,2.011
4.350277936,1653,41.8,7.56,13.9,20.2,4.87,1.73,1.06,2.422
4.382026635,1651,47.2,9.09,15.4,13.6,4.33,1.04,1.13,2.191
4.454347296,1622,32.7,7.37,13.7,27.1,3.89,1.23,0.47,1.142
4.094344562,1631,38.9,8.32,13.5,17.7,4.96,1.69,1.03,2.297
3.657130756,1670,51.4,9.64,17.8,8.9,3.67,1.77,1.25,2.522
4.238925791,1664,51.1,9.54,14.7,11.5,3.41,1.53,1.09,2.511
4.669708707,1647,49.6,10.43,14.2,13.1,3.32,1.13,0.95,2.059
4.226272105,1653,43.3,10.25,13.6,17.6,4.43,1.3,1.03,2.254
4.137829674,1667,47.1,9.75,16,12.2,3.58,1.61,1.05,2.179
4.605170186,1644,40.1,8.8,11.3,21.1,4.25,2.35,0.76,1.941
4.402645922,1645,45.8,8.73,16.3,14.8,4.21,1.64,1.16,2.384
4.536177315,1628,48.7,10.54,12.7,15.4,3.33,2.49,0.93,1.915
4.280930518,1646,48.1,9.63,15.7,12.4,3.82,2.09,1.03,2.288
4.720481032,1636,47,8.85,13.4,14.7,4.27,1.55,0.95,2.383
4.248495242,1669,44.6,7.39,14.3,18.1,4.53,1.17,0.9,2.084
4.369447852,1672,50.3,10.69,11.6,15.4,3.1,1.14,0.68,1.836
4.39332619,1662,48.3,9.26,15.4,13,3.85,1.32,1.02,2.421
4.301983927,1641,44.4,8.61,15.3,14.8,4.93,1.8,1.23,2.64
4.512079763,1659,48.6,8.89,11.5,16,4,1.86,0.93,2.27
4.58269733,1641,49.6,9.46,13.5,14.1,4.14,1.81,1.14,2.513
4.474808368,1675,48.6,10.57,11.2,16.1,4.06,1.1,0.87,2.167
4.335506619,1655,44.4,7.32,12.5,19.8,3.91,1.42,0.94,2.12
4.584967479,1646,52.3,8.8,13.6,13.3,3.35,1.76,1.01,2.422
4.382026635,1645,43.8,12.04,11.9,17.9,4.16,1.64,0.91,2.049
4.051784948,1674,45.3,10.53,10.6,18.2,4,2.15,0.86,1.981
4.007333185,1687,41.4,11.71,10.9,20.5,4.12,1.44,0.79,1.894
3.740172749,1628,36.5,11.42,13,21.5,5.37,1.83,1.05,2.354
3.445649144,1636,44.9,9.31,11,18.1,3.98,1.62,0.9,1.991
3.924445525,1626,36.2,9.91,14.7,21.1,5.51,1.9,1.1,2.388
3.768922162,1681,37.3,10.36,14,20.2,5.21,1.87,1.05,2.322
4.590781449,1646,39.6,7.81,10.6,26,3.4,1.96,0.82,1.84
4.129435882,1638,40.9,10.26,15.4,14.8,5.24,2.43,1.22,2.492
4.605170186,1627,40,9.2,10.6,23.9,3.51,1.66,0.77,1.568
4.041700829,1678,41.8,10.06,12.4,18.5,4.63,1.78,0.99,2.053
3.834061464,1662,41.8,10.06,12.4,18.5,4.63,1.78,0.99,2.053
4.579852378,1641,49.9,11.57,10.7,15.6,3.34,1.46,0.82,2.027
4.283586562,1641,45.5,9.58,13.4,15.6,4.46,1.47,1.04,2.433
3.995904489,1675,45.7,10.05,13.7,15.1,4.36,1.69,1.05,2.499
3.946708563,1667,50.8,12.11,13.7,11.4,4.12,1.44,1.18,2.782
4.001254139,1661,49.3,12.14,13.7,11.3,4.05,1.43,1.04,2.409
3.356745619,1612,43.9,11.23,10.9,19.4,3.83,1.12,0.82,1.812
4.191983032,1663,45.1,9.48,13.3,15.5,4.42,1.51,1.02,2.41
4.037186148,1638,38.5,8.05,13.2,22.3,4.19,1.87,0.98,1.932
4.33073334,1656,41.4,9.33,15.6,14.6,4.45,2.16,1.14,2.211
4.477336814,1654,45.6,9.48,13.4,15.7,4.48,1.52,1.04,2.429
4.343805422,1653,41.6,9.38,15.7,14.6,4.51,2.21,1.14,2.208
3.876090996,1665,39.8,9.62,13.2,19.8,4.31,1.62,1.13,2.311
4.219507705,1663,40.6,8.66,14.2,21.1,3.96,1.51,0.96,1.883
4.536177315,1639,44.3,7.96,14.5,16.3,4.09,2.23,1.02,2.301
4.11787506,1649,49,9.43,15.8,10.5,4.15,1.94,1.13,2.45
3.613167632,1654,48.4,9.67,18.2,9.5,4.16,1.85,1.18,2.604
4.137829674,1642,49,8.94,18,12.4,4.5,2.22,1.2,2.734
4.641984159,1637,42.2,7.75,13,19.5,4.86,1.48,0.95,2.368
4.012666531,1618,45,11.33,14.9,14.4,4.6,1.69,1.08,2.549
4.641984159,1643,45,10.2,12.2,17.5,4.52,1.55,0.81,2.292
4.2603297,1644,44.7,14.16,11.7,13.9,4.31,1.8,0.96,2.394
4.39332619,1657,48.8,9.63,14.6,13.6,4.39,1.72,1.17,2.58
4.627149093,1638,47,9.22,13.2,15.4,4.22,1.51,0.94,2.29
3.700713912,1681,49.6,10.24,14.6,12.3,3.85,1.87,1.09,2.595
4.442651256,1648,49.7,7.49,10.2,17.9,3.79,1.59,0.79,1.827
4.168452534,1672,46.4,7.85,13.5,16,4.42,1.74,1.07,2.41
4.394449155,1652,41.5,7.44,14.5,18.8,4.33,2.42,1.02,2.185
4.2603297,1639,45.2,8.28,12.1,18.5,4.6,1.7,0.88,2.251
4.031824205,1644,46.2,10.35,12.2,17.3,3.46,1.37,0.59,1.92
4.32853795,1654,47.3,9.71,13.5,14.7,4.7,1.41,1.03,2.573
4.135166557,1662,51.2,11.85,11.6,12.7,3.83,1.55,0.92,2.26
4.311409067,1660,46.4,10.09,11.9,17.2,4.41,1.52,0.96,2.38
4.08035832,1665,42.8,9.02,11.2,20.5,4.1,1.37,0.86,2.05
3.702672776,1659,50,11.68,11.3,12.8,3.81,1.54,0.92,2.229
4.323530428,1658,51.6,6.96,13.5,13.1,3.48,2.01,1.02,2.628
4.566948973,1638,49.7,9.75,10.7,14.4,4.27,2.12,0.91,2.236
3.713572067,1668,52.6,9.42,15.6,8.7,3.73,2.15,1.56,2.863
4.094344562,1678,49.6,9.3,14.1,12.9,3.72,2.26,1.29,2.565
4.369447852,1651,48.6,10.1,13.5,12.9,3.96,2.47,1.05,2.413
4.262679877,1697,48.6,9.75,12.8,15.8,2.95,1.41,0.98,1.988
4.138796325,1683,52,12.55,11.9,12.8,3.23,1.25,0.85,1.966
4.304065093,1674,39.2,10.24,12.1,21.8,3.48,1.55,0.82,2.046
3.624340933,1643,46.6,16.29,14.2,10,3.99,1.83,1.06,2.458
4.335506619,1639,46.4,7.84,13.6,16,4.44,1.77,1.07,2.394
3.898599985,1658,50.3,11.67,11.4,12.9,3.83,1.6,0.92,2.287
3.757872326,1675,47.2,10.35,16,12.8,3.7,1.81,1.02,2.084
3.820455812,1638,50.4,11.16,12.5,13.2,3.53,1.83,0.94,2.11
4.236519051,1656,47.9,10.59,13.3,13.7,3.97,2.04,1.05,2.376
4.512079763,1665,50.4,10.74,13.9,13.5,3.94,1.86,1.08,2.391
4.161483865,1641,47.9,10.79,13.2,13.7,3.72,1.69,0.93,2.124
4.02023659,1644,49.5,10.82,12.5,13,3.8,2.03,0.98,2.229
4.10617902,1677,47.9,10.46,13.5,15.2,3.91,1.51,0.97,2.201
4.11966237,1649,50.2,9.31,13.8,13.5,3.89,2.27,0.91,2.077
4.454347296,1633,46,8.49,13.6,16.5,4.39,2.04,1.04,2.252
4.426478397,1651,44.5,8.52,13.9,16.5,4.58,1.97,0.96,2.262
4.559707812,1617,45.1,8.91,13.5,17.2,4.22,2,0.88,2.037
4.422848629,1657,46.3,9.92,11.7,18.7,4.13,1.83,0.82,1.903
4.593996885,1635,44.9,8.85,13.2,17.1,4.43,2.08,0.88,2.156
4.248495242,1669,47.3,9.27,14,14.1,4.46,1.68,0.97,2.328
4.299138975,1689,45.8,7.82,12.3,18.4,4.06,1.71,0.88,2.149
4.295015258,1658,49.8,9.43,14.9,12.1,4.07,2.02,1.01,2.496
4.700480366,1632,45.6,8.85,13.1,16.8,4.29,1.66,0.8,2.048
4.559707812,1655,45.8,7.54,10.7,19.6,4.12,1.69,0.85,2.232
4.007333185,1650,51.5,9.59,14.1,10.5,4.01,2.61,0.79,2.756
4.114963849,1651,50,11.49,14.6,10.5,3.96,1.7,0.99,2.851
4.629862799,1647,44.3,9.53,12.1,18.4,4.32,1.25,0.81,2.117
4.593996885,1636,47,9.81,12.9,15.5,4.37,1.97,0.88,2.163
4.700480366,1639,46.3,9.3,14.4,16.1,3.95,1.51,0.92,1.955
4.629862799,1662,44.3,9.31,12.4,18.6,4.03,1.44,0.81,2.037
5.036952602,1632,46.4,10.12,12.2,17.7,3.28,1.29,0.76,1.791
3.976561527,1620,42.9,10.48,15.8,15.5,4.92,1.68,1.23,2.594
4.291512627,1625,43.6,10.1,13.6,16.8,4.64,1.59,1.06,2.499
3.521825369,1656,53.8,9.12,14,9.7,3.58,1.47,0.97,2.485
3.863820904,1684,50.5,10.01,11.6,14,3.89,2.49,0.87,2.312
4.677490848,1626,49.4,9.28,11.6,15.7,4.38,2.45,0.86,2.438
4.442651256,1657,47,8.97,10.2,17.9,3.64,2.34,0.76,1.913
4.356708827,1664,46.3,8.09,11.3,19.5,4.31,2.23,0.84,2.285
4.17438727,1694,47.2,9.12,11.8,17.2,4.15,1.58,0.9,2.268
3.510896299,1660,44.1,10.98,11.9,17.8,4.34,1.51,0.88,2.228
4.605170186,1652,45.2,9.44,10.5,19.3,4.05,1.77,0.9,2.028
4.369447852,1662,45.8,9.28,10.7,19.5,4.48,1.53,0.89,2.293
4.272025739,1659,42,11.34,11.9,17.2,4.92,2.65,1.07,2.513
4.283586562,1635,40.9,7.94,11.2,21.5,5.05,2.27,1,2.405
4.49980967,1649,38.2,7.64,10.3,24.5,4.39,1.46,0.83,2.002
4.33946702,1659,43.9,8.62,11.4,18.6,4.8,1.77,0.95,2.631
4.183956721,1645,42.1,9.21,13.6,16.3,5.83,2.75,1.21,3.108
3.836515453,1649,40.3,8.21,13.2,19.1,5.4,1.99,1,2.854
4.326966857,1647,42.9,8.56,13.4,16.6,5.31,2.65,1.06,3.013
4.160719631,1643,39.9,7.81,14.6,18,5.83,2.05,1.27,3.061
3.847484484,1710,41.5,9.08,9.6,22.1,5,1.6,0.75,2.274
4.700480366,1645,46.4,8.12,11.3,18.2,4.69,1.99,0.94,2.452
4.180286992,1623,44.9,9.47,15.9,14.9,4.98,1.36,1.09,2.347
4.062595864,1633,39.4,8.14,13.7,19.5,4.98,1.72,1.02,2.555
3.988984047,1697,50.8,9.39,14.5,13.3,3.89,1.73,1.06,2.309
4.236519051,1648,46.7,11.04,14.9,14.6,3.79,1.26,1.03,2.218
4.763394191,1624,44.2,9.28,12.3,18.6,4.11,1.44,0.81,2.027
4.566948973,1626,41.8,9.87,11.2,20.5,4.06,2.22,0.84,2.018
4.148411783,1642,45.9,9.36,14.3,15.9,3.9,1.47,0.91,1.904
4.647134385,1622,40,7.33,12.2,22.4,4.28,1.85,0.94,1.915
4.382026635,1659,49.9,11.05,16.4,9.9,4.13,1.55,1.17,2.636
4.237445406,1654,50.3,9.88,14.9,11.5,4.17,1.63,1.13,2.59
4.203543854,1658,50.7,9.66,14.5,12.1,4.14,1.9,1.12,2.396
